Sexo,Edad,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Hombres,80,6592,6904,7246,7625,8033,8453,8912,9399,9891,10388,10858,11320,11791,12230,12653,13055,13441,13815,14186,14549,14905,15396,16067,16791,17596,18447,19331,20245,21176,22167,23197,24317,25552,26799,28031,29131,30103,31098,32104,33083,34001
Mujeres,0,47918,47424,46774,46137,45535,45224,45463,45991,46521,47038,47546,48043,48537,49036,49499,49274,48412,47499,46491,45406,44209,43399,43044,42678,42336,41869,41227,40571,39941,39358,38761,38394,38337,38354,38382,38354,38276,38146,37995,37837,37603
Mujeres,1,45346,45149,44726,44168,43632,43396,43736,44389,45059,45712,46348,46969,47577,48186,48785,48672,47896,47161,46361,45452,44487,43869,43570,43199,42847,42347,41660,40983,40299,39643,39053,38740,38682,38671,38709,38677,38561,38412,38271,38142,37971
Mujeres,2,43537,43534,43360,42972,42455,42234,42606,43295,44013,44737,45443,46132,46809,47476,48148,48160,47473,46804,46180,45483,44701,44272,44120,43803,43433,42861,42108,41416,40736,40045,39405,39135,39135,39084,39057,39025,38907,38736,38577,38442,38297
Mujeres,3,41859,42028,42027,41863,41493,41283,41666,42364,43088,43833,44583,45316,46033,46739,47438,47535,47003,46426,45872,45356,44791,44498,44488,44324,44009,43386,42549,41815,41141,40471,39812,39495,39522,39511,39425,39336,39234,39066,38880,38715,38559
Mujeres,4,40219,40515,40676,40674,40513,40440,40827,41519,42232,42965,43719,44478,45220,45946,46663,46821,46419,45998,45538,45098,44716,44587,44664,44648,44487,43902,43012,42211,41510,40857,40228,39875,39830,39840,39789,39661,39519,39364,39175,38974,38785
Mujeres,5,38609,38987,39271,39422,39414,39538,40047,40727,41419,42129,42857,43606,44361,45097,45817,46040,45754,45463,45158,44813,44506,44504,44693,44771,44762,44326,43477,42635,41876,41202,40594,40245,40135,40072,40043,39974,39812,39614,39430,39218,38988
Mujeres,6,37036,37468,37829,38098,38236,38500,39185,39971,40639,41317,42012,42726,43460,44198,44916,45197,45035,44859,44680,44488,44275,44291,44554,44748,44836,44552,43859,43066,42273,41547,40922,40565,40429,40304,40208,40181,40091,39866,39633,39420,39176
Mujeres,7,35515,35971,36383,36727,36978,37374,38174,39118,39883,40529,41184,41855,42545,43253,43963,44302,44262,44206,44138,44069,44002,44057,44287,44560,44767,44585,44052,43421,42683,41928,41256,40853,40678,40532,40379,40300,40258,40098,39835,39570,39324
Mujeres,8,34072,34519,34954,35347,35670,36163,37066,38107,39022,39757,40373,40997,41637,42294,42966,43358,43438,43498,43545,43581,43631,43779,43999,44243,44530,44476,44055,43589,43015,42319,41623,41141,40889,40709,40540,40418,40328,40210,40011,39716,39419
Mujeres,9,32732,33150,33576,33990,34360,34908,35875,36999,38003,38880,39576,40153,40738,41337,41950,42366,42561,42733,42887,43029,43175,43389,43657,43895,44157,44194,43915,43566,43160,42632,41998,41461,41099,40846,40649,40521,40390,40218,40062,39830,39502
Mujeres,10,31496,31885,32281,32685,33075,33652,34640,35806,36884,37842,38672,39320,39850,40386,40933,41348,41627,41903,42158,42397,42639,42901,43195,43483,43739,43764,43592,43388,43104,42748,42285,41780,41332,40974,40710,40563,40426,40207,39997,39808,39543
Mujeres,11,30325,30701,31069,31444,31824,32403,33385,34551,35668,36695,37600,38376,38972,39447,39927,40334,40666,41011,41356,41682,42004,42319,42628,42945,43255,43289,43122,43027,42889,42655,42363,41997,41553,41118,40758,40551,40392,40161,39905,39662,39440
Mujeres,12,29189,29558,29912,30260,30611,31164,32116,33260,34376,35441,36414,37264,37986,38526,38946,39339,39709,40092,40488,40887,41279,41639,41975,42308,42648,42749,42605,42513,42481,42390,42217,41994,41667,41246,40820,40524,40300,40042,39776,39489,39214
Mujeres,13,28056,28430,28779,29112,29436,29947,30843,31944,33041,34108,35121,36042,36839,37506,37992,38371,38761,39163,39577,40009,40454,40855,41220,41583,41941,42084,42017,41947,41915,41923,41888,41763,41567,41273,40873,40512,40189,39863,39573,39279,38962
Mujeres,14,26904,27300,27653,27980,28290,28760,29588,30623,31680,32729,33747,34709,35579,36323,36938,37414,37810,38212,38625,39056,39514,39950,40349,40741,41128,41301,41289,41296,41282,41285,41343,41343,41241,41089,40827,40487,40087,39664,39314,39001,38682
Mujeres,15,25722,26146,26518,26848,27150,27594,28360,29318,30312,31324,32327,33296,34209,35028,35721,36343,36841,37229,37621,38030,38469,38908,39341,39768,40184,40392,40422,40488,40550,40565,40614,40708,40737,40693,40583,40370,39976,39481,39042,38675,38345
Mujeres,16,24505,24960,25359,25706,26010,26436,27157,28046,28965,29917,30885,31842,32764,33628,34396,35102,35739,36209,36567,36938,37340,37756,38201,38664,39113,39347,39421,39537,39658,39739,39797,39892,40026,40128,40138,40062,39781,39299,38798,38353,37978
Mujeres,17,23275,23753,24180,24551,24870,25288,25976,26814,27668,28550,29461,30385,31298,32173,32988,33763,34470,35060,35483,35807,36155,36539,36975,37450,37933,38189,38292,38460,38632,38765,38884,39001,39152,39375,39541,39570,39413,39051,38572,38073,37629
Mujeres,18,22060,22546,22994,23391,23732,24156,24824,25626,26434,27254,28098,28970,29855,30724,31553,32364,33123,33770,34297,34673,34961,35303,35724,36191,36683,36958,37081,37285,37506,37681,37848,38039,38228,38479,38773,38942,38879,38651,38298,37829,37340
Mujeres,19,20892,21368,21822,22238,22603,23043,23709,24489,25264,26043,26831,27642,28479,29326,30155,30964,31737,32427,33001,33471,33797,34095,34493,34944,35423,35695,35835,36060,36314,36534,36739,36988,37263,37558,37883,38163,38232,38108,37893,37555,37102
Mujeres,20,19794,20246,20690,21112,21494,21952,22627,23405,24164,24915,25666,26427,27210,28016,28828,29618,30368,31067,31678,32188,32595,32950,33326,33750,34206,34461,34596,34833,35104,35353,35598,35893,36236,36615,36982,37281,37456,37474,37368,37172,36853
Mujeres,21,18773,19200,19621,20033,20420,20893,21582,22369,23129,23868,24598,25328,26066,26824,27603,28356,29064,29739,30356,30898,31337,31793,32245,32640,33064,33299,33418,33644,33921,34186,34457,34796,35190,35630,36077,36404,36596,36730,36769,36686,36512
Mujeres,22,17820,18232,18630,19020,19397,19873,20573,21375,22149,22894,23617,24329,25042,25761,26498,27196,27845,28479,29074,29621,30086,30597,31168,31629,32019,32230,32333,32534,32794,33065,33348,33714,34156,34638,35138,35533,35754,35917,36075,36138,36078
Mujeres,23,16935,17332,17716,18084,18441,18907,19608,20422,21214,21976,22709,23418,24118,24816,25519,26154,26728,27306,27863,28389,28858,29417,30059,30630,31079,31268,31356,31531,31760,32014,32299,32678,33149,33669,34203,34641,34932,35136,35325,35508,35593
Mujeres,24,16117,16494,16865,17221,17558,18004,18694,19510,20317,21101,21853,22576,23276,23965,24651,25232,25724,26231,26738,27229,27678,28261,28967,29600,30151,30415,30491,30639,30836,31059,31325,31707,32191,32729,33291,33755,34095,34378,34608,34824,35029
Mujeres,25,15482,15718,16072,16418,16745,17172,17840,18645,19456,20257,21033,21778,22493,23185,23864,24410,24832,25264,25707,26153,26572,27153,27895,28586,29196,29579,29739,29864,30029,30220,30452,30815,31301,31841,32413,32901,33273,33612,33920,34177,34414
Mujeres,26,14955,15119,15337,15668,15988,16406,17053,17835,18636,19442,20237,21007,21746,22454,23137,23661,24036,24404,24779,25167,25546,26112,26861,27584,28249,28710,28999,29195,29333,29491,29690,30019,30486,31019,31586,32081,32484,32863,33225,33559,33835
Mujeres,27,14416,14619,14769,14972,15281,15691,16324,17082,17862,18659,19461,20250,21015,21747,22447,22964,23309,23637,23956,24283,24612,25149,25889,26617,27313,27847,28223,28537,28740,28869,29032,29327,29762,30267,30821,31310,31728,32143,32543,32928,33277
Mujeres,28,13930,14105,14296,14435,14621,15020,15640,16381,17138,17914,18707,19504,20288,21046,21771,22298,22630,22934,23220,23499,23774,24268,24982,25700,26400,26983,27443,27837,28151,28344,28476,28736,29137,29601,30121,30597,31018,31452,31885,32305,32703
Mujeres,29,13486,13638,13804,13986,14113,14391,14991,15715,16455,17209,17981,18770,19563,20342,21094,21641,21982,22279,22547,22798,23032,23476,24146,24837,25528,26132,26651,27121,27511,27814,28007,28237,28602,29026,29500,29944,30359,30799,31248,31697,32125
Mujeres,30,13080,13209,13355,13514,13687,13905,14377,15078,15801,16539,17290,18059,18845,19633,20405,20979,21342,21652,21919,22156,22368,22770,23388,24037,24704,25313,25863,26387,26851,27227,27527,27817,28151,28533,28961,29361,29753,30190,30642,31104,31559
Mujeres,31,12696,12816,12943,13086,13241,13501,13904,14473,15173,15894,16630,17378,18145,18926,19708,20306,20698,21034,21317,21556,21759,22137,22710,23308,23934,24532,25095,25646,26161,26611,26983,27379,27771,28115,28496,28854,29210,29625,30070,30532,30996
Mujeres,32,12335,12446,12567,12693,12834,13073,13510,14004,14571,15270,15990,16724,17470,18232,19009,19620,20041,20408,20719,20977,21185,21551,22096,22651,23229,23797,24355,24917,25459,25960,26403,26869,27364,27760,28098,28413,28735,29114,29535,29988,30448
Mujeres,33,12022,12097,12210,12333,12461,12683,13089,13611,14104,14670,15368,16087,16820,17563,18322,18932,19371,19769,20113,20400,20629,20996,21524,22053,22591,23120,23654,24209,24759,25286,25779,26313,26875,27369,27755,28033,28321,28665,29047,29472,29920
Mujeres,34,11719,11794,11873,11991,12116,12322,12700,13186,13709,14200,14766,15464,16183,16914,17655,18253,18696,19113,19488,19809,20067,20451,20977,21492,22008,22505,23002,23531,24075,24611,25129,25710,26336,26892,27372,27705,27964,28272,28616,28999,29415
Mujeres,35,11390,11501,11583,11668,11790,11990,12341,12794,13280,13802,14294,14859,15558,16276,17006,17591,18027,18450,18845,19197,19491,19901,20441,20956,21461,21939,22406,22898,23416,23945,24472,25074,25742,26358,26898,27333,27654,27931,28235,28576,28948
Mujeres,36,11058,11180,11298,11386,11478,11671,12005,12425,12879,13366,13889,14381,14948,15647,16365,16945,17373,17789,18191,18564,18889,19331,19895,20426,20934,21405,21855,22316,22797,23301,23822,24429,25112,25768,26366,26868,27298,27633,27902,28200,28525
Mujeres,37,10741,10857,10985,11110,11205,11363,11680,12079,12502,12957,13446,13972,14466,15034,15735,16308,16734,17143,17539,17919,18265,18735,19329,19887,20413,20888,21330,21774,22225,22694,23190,23786,24468,25137,25775,26344,26847,27286,27610,27869,28148
Mujeres,38,10441,10546,10668,10804,10936,11093,11366,11744,12146,12571,13030,13522,14051,14548,15119,15679,16103,16511,16900,17275,17629,18117,18737,19325,19879,20374,20820,21256,21691,22131,22593,23160,23824,24492,25143,25759,26334,26841,27265,27575,27812
Mujeres,39,10154,10254,10366,10495,10637,10825,11090,11421,11802,12208,12637,13100,13598,14131,14632,15065,15479,15885,16274,16642,16991,17485,18120,18736,19321,19844,20310,20752,21180,21606,22041,22568,23197,23848,24497,25134,25758,26330,26818,27225,27510
Mujeres,40,9879,9971,10077,10196,10331,10526,10815,11134,11470,11856,12267,12701,13171,13674,14214,14580,14869,15266,15654,16022,16367,16853,17490,18121,18733,19288,19782,20244,20680,21102,21524,22018,22602,23217,23850,24492,25139,25755,26307,26777,27156
Mujeres,41,9616,9704,9802,9914,10038,10222,10511,10852,11177,11518,11911,12329,12771,13248,13759,14165,14389,14662,15041,15409,15754,16232,16858,17491,18120,18703,19229,19721,20177,20607,21026,21502,22047,22618,23217,23849,24502,25134,25729,26260,26700
Mujeres,42,9358,9447,9539,9643,9759,9928,10202,10542,10890,11221,11570,11971,12397,12848,13333,13711,13975,14185,14443,14804,15149,15623,16237,16859,17490,18090,18646,19170,19656,20107,20535,21003,21526,22060,22617,23220,23861,24495,25106,25679,26180
Mujeres,43,9103,9194,9287,9384,9491,9650,9907,10229,10576,10931,11270,11627,12037,12472,12932,13285,13521,13771,13969,14212,14552,15023,15630,16240,16859,17462,18036,18589,19108,19590,20039,20510,21022,21536,22058,22624,23234,23851,24463,25052,25594
Mujeres,44,8843,8945,9039,9135,9234,9382,9625,9929,10259,10613,10976,11324,11690,12109,12554,12882,13094,13319,13558,13742,13969,14431,15029,15632,16238,16832,17410,17981,18529,19043,19522,20012,20525,21029,21533,22067,22637,23219,23815,24405,24963
Mujeres,45,8563,8691,8795,8891,8988,9126,9356,9646,9957,10294,10656,11028,11385,11760,12189,12502,12692,12895,13110,13337,13508,13854,14437,15031,15631,16214,16783,17357,17922,18465,18977,19495,20024,20532,21029,21546,22080,22618,23179,23755,24315
Mujeres,46,8252,8414,8542,8647,8744,8879,9098,9373,9670,9988,10333,10704,11085,11451,11835,12134,12311,12493,12689,12896,13111,13397,13859,14438,15029,15605,16164,16729,17297,17857,18396,18944,19502,20029,20532,21042,21554,22053,22571,23113,23659
Mujeres,47,7960,8108,8269,8396,8500,8634,8849,9113,9395,9699,10025,10378,10758,11148,11523,11779,11944,12116,12293,12481,12679,13003,13399,13858,14435,15003,15556,16110,16668,17230,17785,18360,18949,19505,20029,20545,21045,21520,22000,22501,23015
Mujeres,48,7670,7820,7966,8125,8250,8390,8603,8863,9134,9423,9733,10066,10428,10817,11216,11465,11590,11752,11921,12093,12275,12576,13004,13397,13853,14408,14954,15501,16048,16601,17158,17749,18365,18953,19505,20040,20540,21001,21458,21922,22396
Mujeres,49,7389,7534,7681,7825,7980,8141,8360,8617,8883,9160,9455,9773,10114,10484,10880,11155,11278,11402,11562,11727,11895,12175,12572,12998,13389,13824,14357,14898,15439,15980,16527,17120,17752,18367,18951,19512,20027,20487,20933,21376,21816
Mujeres,50,7148,7255,7398,7542,7682,7871,8110,8373,8637,8908,9190,9491,9816,10164,10541,10817,10970,11093,11218,11376,11538,11797,12168,12564,12989,13360,13773,14301,14835,15370,15907,16490,17122,17751,18361,18952,19491,19964,20410,20843,21264
Mujeres,51,6907,7016,7121,7260,7400,7574,7841,8124,8392,8660,8936,9224,9532,9863,10217,10478,10637,10790,10914,11038,11194,11442,11786,12155,12552,12957,13306,13715,14237,14766,15298,15869,16489,17118,17741,18356,18924,19420,19881,20315,20726
Mujeres,52,6664,6778,6884,6986,7121,7294,7546,7856,8142,8414,8686,8967,9261,9574,9909,10152,10300,10460,10614,10738,10862,11098,11425,11769,12141,12519,12902,13248,13653,14170,14696,15260,15865,16480,17101,17729,18320,18844,19328,19777,20191
Mujeres,53,6420,6536,6646,6750,6849,7017,7266,7559,7873,8162,8437,8713,8999,9296,9612,9841,9977,10127,10288,10443,10567,10767,11077,11406,11754,12107,12462,12843,13186,13588,14103,14659,15253,15850,16455,17082,17686,18233,18745,19219,19649
Mujeres,54,6175,6293,6406,6513,6612,6744,6987,7277,7573,7889,8181,8458,8737,9026,9325,9540,9668,9807,9959,10121,10276,10472,10743,11058,11392,11721,12051,12405,12782,13123,13524,14065,14645,15230,15817,16429,17032,17591,18126,18628,19082
Mujeres,55,5933,6048,6163,6273,6377,6509,6713,6996,7287,7584,7900,8194,8474,8755,9044,9247,9367,9499,9641,9795,9958,10181,10445,10720,11042,11357,11662,11992,12343,12720,13061,13484,14044,14614,15188,15783,16373,16931,17478,18002,18482
Mujeres,56,5698,5805,5918,6030,6137,6272,6475,6717,7000,7291,7588,7906,8201,8482,8762,8961,9077,9201,9335,9479,9635,9862,10150,10420,10704,11006,11296,11602,11930,12282,12660,13019,13457,14007,14566,15149,15724,16267,16811,17345,17846
Mujeres,57,5475,5567,5672,5782,5890,6027,6231,6470,6713,6996,7287,7584,7903,8198,8478,8674,8791,8911,9038,9175,9320,9537,9828,10123,10403,10666,10942,11234,11541,11871,12225,12617,12985,13412,13950,14520,15084,15611,16141,16671,17182
Mujeres,58,5270,5343,5433,5534,5641,5779,5982,6221,6460,6701,6983,7273,7571,7889,8182,8384,8505,8627,8750,8880,9019,9223,9500,9798,10104,10361,10598,10877,11170,11480,11814,12177,12572,12931,13347,13898,14449,14965,15478,15992,16499
Mujeres,59,5083,5134,5204,5292,5390,5525,5726,5963,6201,6439,6679,6960,7251,7547,7863,8084,8217,8341,8465,8590,8721,8916,9180,9467,9776,10059,10289,10530,10811,11109,11423,11760,12122,12508,12857,13288,13822,14325,14826,15323,15814
Mujeres,60,4913,4941,4990,5059,5144,5269,5465,5698,5934,6171,6407,6647,6928,7217,7512,7761,7918,8053,8180,8305,8430,8616,8871,9144,9442,9727,9981,10216,10460,10746,11050,11363,11695,12050,12428,12794,13209,13693,14181,14666,15140
Mujeres,61,4757,4766,4793,4841,4908,5018,5202,5429,5662,5896,6132,6368,6609,6888,7176,7409,7598,7756,7891,8017,8141,8320,8565,8830,9114,9387,9643,9902,10141,10390,10682,10981,11287,11615,11964,12360,12708,13074,13544,14017,14479
Mujeres,62,4608,4603,4612,4639,4685,4777,4944,5159,5385,5616,5849,6084,6321,6561,6839,7069,7246,7435,7592,7725,7849,8027,8265,8520,8796,9055,9298,9558,9820,10064,10320,10605,10895,11199,11525,11892,12267,12568,12921,13375,13825
Mujeres,63,4460,4448,4443,4452,4478,4549,4696,4893,5107,5332,5562,5795,6032,6267,6506,6731,6909,7084,7269,7423,7554,7732,7969,8217,8484,8733,8960,9206,9469,9736,9986,10234,10511,10803,11108,11450,11793,12121,12408,12746,13177
Mujeres,64,4305,4295,4284,4281,4289,4340,4465,4641,4837,5050,5273,5503,5737,5972,6208,6397,6571,6747,6919,7100,7250,7435,7672,7918,8176,8414,8630,8861,9110,9377,9648,9891,10134,10417,10714,11032,11345,11639,11952,12226,12541
Mujeres,65,4141,4136,4127,4118,4115,4148,4252,4405,4581,4776,4987,5210,5440,5673,5907,6095,6236,6408,6581,6749,6925,7128,7372,7617,7872,8100,8305,8524,8756,9009,9280,9547,9788,10038,10328,10633,10916,11181,11462,11760,12012
Mujeres,66,3965,3970,3967,3959,3951,3973,4058,4190,4343,4517,4710,4920,5143,5372,5603,5792,5934,6074,6242,6410,6573,6801,7062,7312,7565,7789,7984,8190,8410,8646,8902,9171,9440,9692,9953,10245,10507,10742,10993,11259,11536
Mujeres,67,3776,3790,3796,3795,3789,3806,3879,3991,4122,4274,4446,4638,4848,5070,5297,5485,5631,5771,5908,6071,6233,6447,6731,6996,7251,7473,7665,7862,8069,8292,8531,8790,9066,9347,9610,9865,10106,10320,10542,10780,11025
Mujeres,68,3584,3603,3619,3627,3628,3646,3711,3810,3922,4051,4201,4372,4564,4772,4991,5176,5324,5468,5605,5738,5896,6107,6374,6660,6929,7154,7343,7535,7732,7942,8166,8411,8682,8971,9264,9513,9710,9905,10108,10318,10536
Mujeres,69,3390,3412,3433,3451,3461,3484,3549,3640,3738,3847,3974,4123,4293,4482,4688,4868,5015,5161,5302,5435,5563,5768,6028,6295,6583,6822,7015,7205,7398,7596,7807,8043,8305,8588,8889,9159,9343,9497,9681,9873,10066
Mujeres,70,3197,3220,3243,3267,3286,3318,3386,3475,3565,3660,3768,3894,4041,4209,4395,4563,4708,4854,4996,5132,5260,5432,5682,5942,6211,6470,6679,6873,7061,7254,7452,7678,7935,8209,8503,8773,8972,9115,9261,9437,9614
Mujeres,71,3004,3030,3055,3081,3106,3145,3219,3309,3396,3484,3577,3683,3809,3953,4118,4270,4406,4548,4690,4827,4958,5127,5341,5589,5849,6090,6321,6529,6719,6908,7100,7318,7569,7836,8120,8376,8570,8731,8868,9008,9171
Mujeres,72,2810,2841,2869,2897,2925,2969,3047,3140,3228,3313,3398,3490,3596,3718,3859,3992,4114,4248,4386,4523,4654,4821,5029,5242,5490,5724,5939,6167,6371,6561,6748,6962,7207,7466,7741,7980,8159,8318,8474,8606,8735
Mujeres,73,2611,2653,2686,2717,2747,2792,2870,2966,3057,3142,3223,3307,3398,3500,3619,3732,3838,3958,4087,4220,4352,4516,4718,4923,5135,5360,5570,5782,6004,6206,6394,6605,6848,7099,7363,7590,7751,7898,8053,8204,8327
Mujeres,74,2404,2460,2503,2539,2572,2618,2694,2788,2880,2967,3048,3127,3209,3296,3395,3488,3576,3681,3798,3923,4051,4211,4406,4606,4809,5001,5204,5411,5617,5835,6034,6246,6486,6732,6986,7198,7347,7481,7625,7777,7920
Mujeres,75,2190,2259,2315,2361,2400,2446,2519,2608,2699,2787,2869,2947,3025,3103,3186,3262,3334,3422,3524,3636,3755,3908,4096,4289,4487,4673,4845,5044,5244,5446,5659,5882,6122,6362,6608,6808,6946,7071,7203,7344,7488
Mujeres,76,1971,2052,2121,2179,2226,2276,2345,2430,2516,2601,2684,2763,2840,2913,2987,3051,3109,3181,3266,3363,3470,3611,3788,3973,4164,4346,4513,4681,4872,5067,5264,5501,5749,5987,6224,6416,6545,6663,6789,6919,7054
Mujeres,77,1756,1842,1921,1991,2049,2105,2174,2254,2334,2414,2494,2573,2650,2722,2792,2848,2897,2955,3024,3105,3196,3323,3486,3661,3844,4021,4186,4348,4509,4695,4885,5103,5361,5604,5835,6019,6146,6260,6378,6502,6628
Mujeres,78,1549,1634,1717,1796,1865,1930,2001,2078,2153,2228,2303,2379,2456,2529,2596,2650,2693,2742,2798,2863,2938,3047,3193,3354,3527,3696,3857,4017,4172,4328,4508,4716,4953,5203,5437,5618,5744,5858,5972,6089,6209
Mujeres,79,1358,1436,1518,1600,1676,1749,1826,1903,1976,2046,2116,2187,2261,2333,2401,2455,2496,2539,2585,2636,2695,2787,2915,3059,3218,3378,3533,3688,3839,3990,4140,4336,4559,4785,5024,5210,5339,5455,5570,5684,5797
Mujeres,80,7354,7760,8215,8716,9262,9853,10534,11284,12040,12786,13515,14244,14995,15739,16479,17082,17543,17998,18406,18773,19099,19648,20490,21414,22434,23505,24602,25752,26918,28141,29397,30805,32404,34061,35759,37311,38715,40124,41516,42865,44123
