Sexo,Edad,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Mujeres,49,6724.00,6856.00,6985.00,7107.00,7223.00,7333.00,7444.00,7624.00,7738.00,7912.00,8048.00,8233.00,8486.00,8748.00,9018.00,9302.00,9608.00,9937.00,10291.00,10676.00,11083.00,11227.00,11328.00,11476.00,11648.00,11806.00,11983.00,12366.00,12778.00,13217.00,13561.00,14087.00,14626.00,15169.00,15708.00,16251.00,16802.00,17438.00,18066.00,18667.00,19235.00,19789.00,20265.00,20709.00,21156.00,21595.00,22036.00
Mujeres,50,6475.00,6602.00,6732.00,6858.00,6977.00,7094.00,7201.00,7309.00,7486.00,7597.00,7766.00,7976.00,8243.00,8503.00,8770.00,9045.00,9334.00,9648.00,9984.00,10344.00,10737.00,10897.00,11043.00,11143.00,11292.00,11459.00,11617.00,11977.00,12358.00,12769.00,13208.00,13511.00,14034.00,14567.00,15102.00,15638.00,16175.00,16804.00,17440.00,18062.00,18660.00,19243.00,19738.00,20190.00,20629.00,21056.00,21471.00
Mujeres,51,6243.00,6357.00,6482.00,6609.00,6731.00,6850.00,6964.00,7068.00,7174.00,7346.00,7453.00,7695.00,7987.00,8260.00,8523.00,8796.00,9076.00,9372.00,9692.00,10034.00,10400.00,10556.00,10718.00,10862.00,10965.00,11110.00,11277.00,11606.00,11965.00,12345.00,12758.00,13156.00,13456.00,13974.00,14500.00,15032.00,15563.00,16175.00,16803.00,17432.00,18049.00,18663.00,19184.00,19656.00,20105.00,20524.00,20927.00
Mujeres,52,6033.00,6127.00,6239.00,6360.00,6483.00,6606.00,6722.00,6833.00,6934.00,7037.00,7204.00,7384.00,7707.00,8004.00,8280.00,8548.00,8824.00,9110.00,9411.00,9736.00,10082.00,10221.00,10379.00,10540.00,10687.00,10788.00,10935.00,11260.00,11589.00,11949.00,12333.00,12704.00,13099.00,13397.00,13908.00,14432.00,14960.00,15560.00,16170.00,16789.00,17412.00,18045.00,18594.00,19093.00,19562.00,19992.00,20389.00
Mujeres,53,5847.00,5918.00,6011.00,6119.00,6236.00,6360.00,6480.00,6592.00,6700.00,6799.00,6898.00,7136.00,7395.00,7723.00,8022.00,8302.00,8572.00,8853.00,9144.00,9448.00,9776.00,9906.00,10048.00,10206.00,10370.00,10515.00,10619.00,10914.00,11240.00,11572.00,11936.00,12277.00,12647.00,13039.00,13333.00,13843.00,14363.00,14955.00,15550.00,16149.00,16761.00,17402.00,17969.00,18496.00,18993.00,19445.00,19853.00
Mujeres,54,5689.00,5734.00,5803.00,5892.00,5996.00,6115.00,6235.00,6351.00,6461.00,6565.00,6659.00,6829.00,7145.00,7408.00,7737.00,8040.00,8321.00,8595.00,8879.00,9172.00,9478.00,9601.00,9735.00,9878.00,10039.00,10202.00,10350.00,10593.00,10892.00,11223.00,11561.00,11881.00,12221.00,12588.00,12976.00,13270.00,13778.00,14352.00,14937.00,15522.00,16112.00,16745.00,17318.00,17864.00,18388.00,18867.00,19296.00
Mujeres,55,5554.00,5574.00,5617.00,5683.00,5768.00,5875.00,5990.00,6106.00,6219.00,6326.00,6427.00,6590.00,6836.00,7155.00,7418.00,7749.00,8051.00,8336.00,8612.00,8897.00,9191.00,9303.00,9431.00,9567.00,9714.00,9875.00,10041.00,10321.00,10568.00,10872.00,11212.00,11502.00,11822.00,12161.00,12525.00,12914.00,13207.00,13760.00,14327.00,14901.00,15475.00,16091.00,16655.00,17207.00,17749.00,18254.00,18710.00
Mujeres,56,5436.00,5435.00,5453.00,5494.00,5557.00,5646.00,5749.00,5860.00,5975.00,6085.00,6188.00,6356.00,6593.00,6841.00,7159.00,7423.00,7753.00,8058.00,8344.00,8619.00,8904.00,9017.00,9136.00,9265.00,9405.00,9552.00,9717.00,10007.00,10293.00,10547.00,10861.00,11150.00,11442.00,11761.00,12098.00,12465.00,12854.00,13184.00,13729.00,14285.00,14847.00,15451.00,15996.00,16538.00,17084.00,17605.00,18086.00
Mujeres,57,5326.00,5314.00,5311.00,5328.00,5366.00,5432.00,5517.00,5617.00,5726.00,5837.00,5943.00,6111.00,6350.00,6590.00,6836.00,7155.00,7418.00,7750.00,8055.00,8340.00,8615.00,8732.00,8850.00,8971.00,9105.00,9245.00,9395.00,9679.00,9976.00,10270.00,10536.00,10796.00,11087.00,11381.00,11700.00,12041.00,12409.00,12824.00,13145.00,13678.00,14221.00,14818.00,15349.00,15873.00,16408.00,16933.00,17430.00
Mujeres,58,5214.00,5198.00,5184.00,5181.00,5196.00,5238.00,5302.00,5384.00,5481.00,5587.00,5694.00,5863.00,6100.00,6341.00,6578.00,6824.00,7141.00,7405.00,7737.00,8040.00,8324.00,8444.00,8566.00,8687.00,8812.00,8947.00,9090.00,9355.00,9645.00,9951.00,10256.00,10466.00,10730.00,11023.00,11317.00,11642.00,11986.00,12368.00,12775.00,13086.00,13607.00,14188.00,14710.00,15220.00,15735.00,16249.00,16748.00
Mujeres,59,5092.00,5079.00,5062.00,5047.00,5043.00,5062.00,5103.00,5164.00,5244.00,5339.00,5441.00,5608.00,5844.00,6082.00,6320.00,6557.00,6801.00,7119.00,7382.00,7711.00,8014.00,8154.00,8279.00,8403.00,8527.00,8652.00,8789.00,9043.00,9317.00,9617.00,9935.00,10182.00,10396.00,10663.00,10958.00,11259.00,11586.00,11934.00,12309.00,12706.00,13007.00,13568.00,14075.00,14575.00,15076.00,15570.00,16058.00
Mujeres,60,4953.00,4950.00,4936.00,4918.00,4903.00,4904.00,4922.00,4960.00,5020.00,5098.00,5189.00,5349.00,5580.00,5816.00,6052.00,6290.00,6524.00,6770.00,7086.00,7348.00,7675.00,7846.00,7990.00,8116.00,8243.00,8366.00,8493.00,8739.00,9002.00,9285.00,9598.00,9855.00,10107.00,10325.00,10595.00,10897.00,11202.00,11524.00,11866.00,12234.00,12622.00,12966.00,13451.00,13935.00,14426.00,14906.00,15373.00
Mujeres,61,4796.00,4805.00,4799.00,4785.00,4766.00,4757.00,4757.00,4774.00,4812.00,4870.00,4945.00,5091.00,5313.00,5545.00,5778.00,6014.00,6250.00,6486.00,6731.00,7045.00,7306.00,7511.00,7684.00,7827.00,7954.00,8079.00,8202.00,8437.00,8693.00,8966.00,9262.00,9512.00,9774.00,10030.00,10251.00,10529.00,10835.00,11127.00,11446.00,11783.00,12145.00,12574.00,12842.00,13306.00,13782.00,14252.00,14706.00
Mujeres,62,4623.00,4640.00,4646.00,4640.00,4625.00,4613.00,4603.00,4603.00,4620.00,4657.00,4712.00,4841.00,5047.00,5270.00,5499.00,5732.00,5965.00,6203.00,6439.00,6682.00,6995.00,7143.00,7349.00,7520.00,7663.00,7787.00,7910.00,8143.00,8387.00,8653.00,8939.00,9170.00,9425.00,9691.00,9949.00,10179.00,10460.00,10749.00,11040.00,11358.00,11692.00,12091.00,12443.00,12693.00,13148.00,13602.00,14047.00
Mujeres,63,4442.00,4462.00,4476.00,4481.00,4474.00,4466.00,4453.00,4443.00,4443.00,4460.00,4495.00,4603.00,4789.00,4997.00,5217.00,5446.00,5677.00,5913.00,6150.00,6384.00,6627.00,6834.00,6983.00,7185.00,7353.00,7493.00,7615.00,7848.00,8090.00,8344.00,8623.00,8842.00,9077.00,9335.00,9603.00,9869.00,10102.00,10365.00,10656.00,10949.00,11267.00,11632.00,11954.00,12287.00,12529.00,12962.00,13391.00
Mujeres,64,4257.00,4277.00,4293.00,4305.00,4309.00,4309.00,4301.00,4288.00,4280.00,4281.00,4296.00,4383.00,4547.00,4735.00,4939.00,5160.00,5386.00,5620.00,5854.00,6090.00,6325.00,6468.00,6673.00,6820.00,7018.00,7181.00,7318.00,7551.00,7793.00,8043.00,8309.00,8518.00,8741.00,8980.00,9239.00,9514.00,9782.00,10000.00,10268.00,10565.00,10862.00,11201.00,11488.00,11790.00,12114.00,12337.00,12745.00
Mujeres,65,4067.00,4087.00,4103.00,4118.00,4130.00,4141.00,4140.00,4132.00,4121.00,4114.00,4115.00,4181.00,4322.00,4488.00,4673.00,4878.00,5095.00,5324.00,5556.00,5789.00,6025.00,6164.00,6307.00,6509.00,6652.00,6845.00,7004.00,7251.00,7492.00,7741.00,8002.00,8198.00,8411.00,8636.00,8875.00,9142.00,9418.00,9675.00,9900.00,10176.00,10480.00,10785.00,11046.00,11315.00,11608.00,11911.00,12113.00
Mujeres,66,3873.00,3895.00,3911.00,3926.00,3940.00,3959.00,3970.00,3970.00,3963.00,3955.00,3947.00,3998.00,4118.00,4261.00,4424.00,4609.00,4810.00,5029.00,5257.00,5487.00,5719.00,5864.00,6003.00,6144.00,6340.00,6479.00,6666.00,6935.00,7188.00,7435.00,7694.00,7884.00,8083.00,8297.00,8523.00,8769.00,9035.00,9307.00,9573.00,9810.00,10096.00,10393.00,10620.00,10863.00,11122.00,11396.00,11676.00
Mujeres,67,3666.00,3697.00,3715.00,3731.00,3745.00,3767.00,3785.00,3795.00,3797.00,3793.00,3785.00,3827.00,3930.00,4052.00,4192.00,4355.00,4536.00,4739.00,4957.00,5182.00,5412.00,5558.00,5703.00,5839.00,5976.00,6166.00,6300.00,6594.00,6867.00,7124.00,7378.00,7568.00,7761.00,7962.00,8176.00,8408.00,8654.00,8925.00,9207.00,9486.00,9734.00,9996.00,10215.00,10425.00,10659.00,10900.00,11150.00
Mujeres,68,3443.00,3490.00,3517.00,3535.00,3550.00,3573.00,3594.00,3612.00,3625.00,3629.00,3626.00,3665.00,3757.00,3862.00,3981.00,4121.00,4280.00,4463.00,4664.00,4879.00,5102.00,5250.00,5397.00,5539.00,5671.00,5804.00,5988.00,6225.00,6522.00,6797.00,7060.00,7247.00,7438.00,7632.00,7832.00,8051.00,8281.00,8541.00,8823.00,9119.00,9409.00,9617.00,9803.00,10006.00,10209.00,10426.00,10646.00
Mujeres,69,3201.00,3269.00,3311.00,3337.00,3355.00,3379.00,3401.00,3422.00,3443.00,3458.00,3463.00,3505.00,3593.00,3687.00,3788.00,3906.00,4042.00,4203.00,4383.00,4581.00,4794.00,4941.00,5089.00,5233.00,5371.00,5499.00,5627.00,5908.00,6147.00,6443.00,6722.00,6921.00,7109.00,7301.00,7494.00,7698.00,7915.00,8170.00,8440.00,8735.00,9042.00,9276.00,9410.00,9583.00,9779.00,9967.00,10165.00
Mujeres,70,2944.00,3030.00,3092.00,3132.00,3158.00,3185.00,3209.00,3231.00,3255.00,3278.00,3294.00,3342.00,3430.00,3519.00,3610.00,3710.00,3825.00,3962.00,4120.00,4297.00,4492.00,4634.00,4781.00,4926.00,5065.00,5198.00,5322.00,5541.00,5822.00,6061.00,6360.00,6579.00,6779.00,6966.00,7155.00,7352.00,7552.00,7803.00,8067.00,8350.00,8655.00,8890.00,9053.00,9177.00,9345.00,9528.00,9700.00
Mujeres,71,2678.00,2778.00,2857.00,2916.00,2956.00,2991.00,3017.00,3042.00,3067.00,3094.00,3117.00,3173.00,3264.00,3353.00,3439.00,3528.00,3625.00,3741.00,3876.00,4030.00,4205.00,4335.00,4476.00,4620.00,4760.00,4894.00,5022.00,5231.00,5450.00,5728.00,5969.00,6211.00,6430.00,6627.00,6811.00,7004.00,7196.00,7439.00,7698.00,7974.00,8265.00,8486.00,8654.00,8807.00,8929.00,9087.00,9255.00
Mujeres,72,2414.00,2519.00,2611.00,2687.00,2744.00,2793.00,2827.00,2855.00,2882.00,2911.00,2938.00,2999.00,3094.00,3186.00,3270.00,3355.00,3440.00,3539.00,3652.00,3783.00,3934.00,4049.00,4179.00,4317.00,4455.00,4590.00,4718.00,4924.00,5133.00,5350.00,5629.00,5819.00,6059.00,6274.00,6467.00,6654.00,6841.00,7082.00,7332.00,7600.00,7881.00,8079.00,8238.00,8398.00,8549.00,8663.00,8807.00
Mujeres,73,2163.00,2264.00,2360.00,2449.00,2522.00,2587.00,2635.00,2670.00,2701.00,2732.00,2762.00,2822.00,2918.00,3014.00,3100.00,3183.00,3263.00,3350.00,3445.00,3555.00,3683.00,3780.00,3895.00,4021.00,4153.00,4287.00,4416.00,4615.00,4820.00,5026.00,5243.00,5476.00,5664.00,5900.00,6108.00,6303.00,6484.00,6725.00,6971.00,7227.00,7499.00,7681.00,7821.00,7974.00,8132.00,8275.00,8379.00
Mujeres,74,1931.00,2023.00,2116.00,2208.00,2293.00,2372.00,2436.00,2483.00,2522.00,2556.00,2588.00,2647.00,2740.00,2835.00,2925.00,3009.00,3087.00,3167.00,3250.00,3342.00,3448.00,3527.00,3625.00,3737.00,3859.00,3987.00,4114.00,4307.00,4505.00,4706.00,4912.00,5089.00,5318.00,5503.00,5730.00,5940.00,6127.00,6365.00,6607.00,6857.00,7114.00,7282.00,7412.00,7549.00,7701.00,7853.00,7987.00
Mujeres,75,1721.00,1800.00,1884.00,1973.00,2061.00,2151.00,2228.00,2290.00,2340.00,2382.00,2417.00,2475.00,2562.00,2654.00,2743.00,2830.00,2908.00,2986.00,3063.00,3142.00,3230.00,3294.00,3374.00,3470.00,3577.00,3694.00,3815.00,4000.00,4191.00,4386.00,4588.00,4758.00,4932.00,5155.00,5332.00,5559.00,5759.00,6004.00,6240.00,6484.00,6731.00,6884.00,7007.00,7134.00,7271.00,7417.00,7559.00
Mujeres,76,1535.00,1599.00,1671.00,1751.00,1836.00,1928.00,2014.00,2089.00,2153.00,2205.00,2247.00,2304.00,2386.00,2473.00,2558.00,2644.00,2724.00,2802.00,2877.00,2949.00,3025.00,3076.00,3141.00,3220.00,3311.00,3414.00,3525.00,3697.00,3879.00,4067.00,4261.00,4430.00,4596.00,4765.00,4978.00,5156.00,5372.00,5629.00,5869.00,6104.00,6343.00,6488.00,6602.00,6724.00,6853.00,6985.00,7123.00
Mujeres,77,1367.00,1420.00,1479.00,1546.00,1623.00,1711.00,1800.00,1883.00,1958.00,2023.00,2075.00,2135.00,2213.00,2294.00,2373.00,2454.00,2533.00,2613.00,2687.00,2757.00,2826.00,2870.00,2923.00,2987.00,3061.00,3148.00,3244.00,3401.00,3571.00,3750.00,3938.00,4103.00,4268.00,4428.00,4589.00,4801.00,4968.00,5237.00,5485.00,5722.00,5948.00,6089.00,6203.00,6316.00,6439.00,6565.00,6691.00
Mujeres,78,1216.00,1260.00,1307.00,1363.00,1427.00,1507.00,1591.00,1676.00,1758.00,1833.00,1896.00,1963.00,2039.00,2116.00,2190.00,2266.00,2340.00,2418.00,2494.00,2563.00,2629.00,2670.00,2716.00,2768.00,2827.00,2898.00,2978.00,3116.00,3270.00,3437.00,3616.00,3776.00,3937.00,4096.00,4248.00,4408.00,4608.00,4824.00,5082.00,5324.00,5550.00,5686.00,5801.00,5914.00,6029.00,6149.00,6268.00
Mujeres,79,1079.00,1116.00,1154.00,1200.00,1252.00,1320.00,1396.00,1476.00,1559.00,1640.00,1712.00,1786.00,1865.00,1941.00,2011.00,2081.00,2150.00,2224.00,2298.00,2368.00,2434.00,2475.00,2517.00,2561.00,2608.00,2663.00,2727.00,2846.00,2983.00,3134.00,3301.00,3455.00,3611.00,3764.00,3914.00,4065.00,4215.00,4456.00,4661.00,4909.00,5138.00,5281.00,5397.00,5512.00,5627.00,5740.00,5853.00
Mujeres,80,952.00,984.00,1016.00,1053.00,1095.00,1152.00,1216.00,1287.00,1365.00,1445.00,1523.00,1602.00,1685.00,1764.00,1832.00,1899.00,1963.00,2031.00,2101.00,2170.00,2237.00,2280.00,2321.00,2361.00,2400.00,2443.00,2491.00,2592.00,2710.00,2844.00,2995.00,3139.00,3288.00,3436.00,3580.00,3728.00,3868.00,4055.00,4283.00,4479.00,4713.00,4868.00,4995.00,5110.00,5225.00,5336.00,5442.00
Mujeres,81,833.00,863.00,891.00,921.00,956.00,1002.00,1055.00,1115.00,1184.00,1259.00,1336.00,1417.00,1503.00,1585.00,1656.00,1721.00,1781.00,1844.00,1909.00,1974.00,2039.00,2084.00,2126.00,2165.00,2199.00,2233.00,2269.00,2354.00,2455.00,2571.00,2705.00,2835.00,2973.00,3114.00,3252.00,3395.00,3531.00,3703.00,3877.00,4093.00,4274.00,4442.00,4584.00,4708.00,4823.00,4934.00,5037.00
Mujeres,82,722.00,751.00,777.00,803.00,831.00,869.00,912.00,961.00,1019.00,1085.00,1156.00,1234.00,1320.00,1404.00,1478.00,1545.00,1604.00,1664.00,1725.00,1785.00,1847.00,1890.00,1933.00,1972.00,2004.00,2033.00,2060.00,2132.00,2217.00,2315.00,2432.00,2546.00,2670.00,2801.00,2931.00,3067.00,3197.00,3360.00,3519.00,3684.00,3883.00,4010.00,4167.00,4303.00,4425.00,4533.00,4634.00
Mujeres,83,618.00,646.00,670.00,695.00,719.00,751.00,786.00,826.00,873.00,929.00,991.00,1061.00,1143.00,1225.00,1302.00,1372.00,1432.00,1491.00,1548.00,1603.00,1661.00,1700.00,1741.00,1780.00,1811.00,1838.00,1860.00,1924.00,1997.00,2080.00,2179.00,2277.00,2386.00,2503.00,2623.00,2750.00,2874.00,3025.00,3174.00,3323.00,3472.00,3623.00,3743.00,3891.00,4023.00,4136.00,4233.00
Mujeres,84,521.00,548.00,572.00,595.00,617.00,644.00,673.00,706.00,745.00,790.00,842.00,903.00,976.00,1053.00,1128.00,1200.00,1262.00,1322.00,1377.00,1430.00,1483.00,1517.00,1555.00,1592.00,1623.00,1649.00,1668.00,1727.00,1791.00,1862.00,1945.00,2028.00,2121.00,2222.00,2328.00,2445.00,2561.00,2700.00,2837.00,2976.00,3111.00,3220.00,3363.00,3476.00,3616.00,3737.00,3837.00
Mujeres,85,435.00,461.00,483.00,505.00,525.00,550.00,575.00,601.00,632.00,669.00,710.00,761.00,824.00,893.00,963.00,1032.00,1096.00,1157.00,1213.00,1264.00,1314.00,1344.00,1376.00,1409.00,1438.00,1464.00,1483.00,1538.00,1596.00,1658.00,1729.00,1798.00,1876.00,1962.00,2054.00,2157.00,2262.00,2389.00,2515.00,2643.00,2768.00,2868.00,2972.00,3104.00,3210.00,3337.00,3442.00
Mujeres,86,357.00,380.00,401.00,421.00,441.00,463.00,486.00,508.00,534.00,564.00,597.00,638.00,690.00,749.00,811.00,875.00,937.00,998.00,1055.00,1106.00,1154.00,1180.00,1208.00,1236.00,1262.00,1286.00,1304.00,1357.00,1411.00,1467.00,1529.00,1587.00,1651.00,1723.00,1799.00,1888.00,1980.00,2093.00,2208.00,2325.00,2439.00,2533.00,2628.00,2724.00,2845.00,2938.00,3048.00
Mujeres,87,289.00,309.00,328.00,347.00,365.00,386.00,406.00,426.00,447.00,472.00,499.00,531.00,573.00,621.00,674.00,730.00,787.00,845.00,902.00,953.00,1000.00,1025.00,1050.00,1074.00,1096.00,1116.00,1133.00,1183.00,1234.00,1285.00,1340.00,1391.00,1446.00,1504.00,1568.00,1642.00,1720.00,1818.00,1919.00,2024.00,2126.00,2213.00,2303.00,2389.00,2475.00,2582.00,2660.00
Mujeres,88,230.00,248.00,264.00,281.00,297.00,316.00,334.00,352.00,371.00,391.00,413.00,439.00,473.00,512.00,554.00,602.00,651.00,704.00,758.00,808.00,855.00,880.00,903.00,924.00,942.00,959.00,973.00,1019.00,1066.00,1113.00,1163.00,1209.00,1257.00,1306.00,1357.00,1418.00,1482.00,1564.00,1651.00,1743.00,1835.00,1913.00,1995.00,2075.00,2151.00,2225.00,2314.00
Mujeres,89,181.00,195.00,209.00,224.00,238.00,255.00,271.00,287.00,304.00,321.00,339.00,360.00,387.00,418.00,452.00,490.00,531.00,577.00,625.00,672.00,718.00,743.00,766.00,785.00,801.00,814.00,825.00,865.00,909.00,952.00,998.00,1040.00,1082.00,1124.00,1166.00,1215.00,1266.00,1334.00,1406.00,1485.00,1566.00,1635.00,1708.00,1780.00,1849.00,1913.00,1972.00
Mujeres,90,139.00,152.00,163.00,175.00,187.00,202.00,216.00,230.00,245.00,260.00,275.00,293.00,314.00,339.00,365.00,395.00,428.00,466.00,507.00,549.00,592.00,617.00,640.00,659.00,672.00,684.00,693.00,726.00,764.00,803.00,843.00,882.00,921.00,958.00,994.00,1034.00,1075.00,1129.00,1187.00,1252.00,1319.00,1379.00,1443.00,1507.00,1569.00,1626.00,1677.00
Mujeres,91,105.00,115.00,124.00,134.00,144.00,156.00,168.00,180.00,193.00,207.00,220.00,234.00,252.00,272.00,293.00,316.00,341.00,371.00,405.00,440.00,478.00,501.00,524.00,543.00,556.00,567.00,574.00,602.00,633.00,667.00,702.00,737.00,773.00,806.00,837.00,871.00,904.00,947.00,993.00,1045.00,1100.00,1149.00,1203.00,1258.00,1311.00,1361.00,1406.00
Mujeres,92,77.00,85.00,92.00,100.00,109.00,118.00,128.00,139.00,149.00,161.00,172.00,185.00,199.00,215.00,232.00,250.00,269.00,292.00,318.00,347.00,379.00,399.00,419.00,438.00,452.00,463.00,469.00,492.00,518.00,545.00,576.00,607.00,638.00,668.00,695.00,724.00,751.00,786.00,823.00,864.00,907.00,946.00,990.00,1035.00,1081.00,1123.00,1161.00
Mujeres,93,56.00,62.00,68.00,74.00,81.00,89.00,97.00,105.00,114.00,123.00,133.00,143.00,156.00,169.00,182.00,196.00,211.00,228.00,248.00,270.00,295.00,312.00,329.00,346.00,359.00,370.00,377.00,396.00,417.00,440.00,464.00,491.00,519.00,544.00,569.00,594.00,616.00,645.00,674.00,706.00,739.00,769.00,803.00,839.00,876.00,912.00,943.00
Mujeres,94,39.00,44.00,49.00,54.00,59.00,65.00,71.00,77.00,84.00,92.00,100.00,108.00,118.00,129.00,140.00,151.00,162.00,176.00,191.00,207.00,226.00,239.00,253.00,267.00,279.00,290.00,297.00,314.00,331.00,349.00,368.00,390.00,414.00,436.00,456.00,478.00,497.00,521.00,545.00,569.00,595.00,616.00,641.00,669.00,698.00,727.00,753.00
Mujeres,95,27.00,30.00,34.00,37.00,41.00,46.00,51.00,56.00,61.00,67.00,74.00,80.00,88.00,97.00,106.00,115.00,123.00,133.00,144.00,156.00,170.00,179.00,189.00,201.00,211.00,221.00,228.00,242.00,256.00,271.00,286.00,304.00,323.00,341.00,359.00,377.00,393.00,414.00,433.00,452.00,472.00,487.00,505.00,525.00,547.00,568.00,588.00
Mujeres,96,18.00,20.00,23.00,26.00,29.00,32.00,36.00,39.00,43.00,48.00,53.00,58.00,64.00,71.00,78.00,85.00,91.00,99.00,107.00,115.00,125.00,131.00,139.00,147.00,155.00,163.00,170.00,182.00,194.00,206.00,219.00,233.00,247.00,262.00,276.00,290.00,303.00,321.00,336.00,352.00,367.00,378.00,391.00,405.00,421.00,436.00,452.00
Mujeres,97,12.00,14.00,15.00,17.00,19.00,22.00,24.00,27.00,30.00,33.00,37.00,41.00,46.00,51.00,56.00,61.00,66.00,72.00,78.00,84.00,91.00,95.00,100.00,106.00,112.00,118.00,124.00,133.00,143.00,152.00,162.00,173.00,185.00,196.00,207.00,219.00,229.00,243.00,256.00,269.00,280.00,288.00,297.00,307.00,317.00,328.00,339.00
Mujeres,98,8.00,9.00,10.00,11.00,13.00,14.00,16.00,18.00,20.00,23.00,25.00,28.00,31.00,35.00,39.00,43.00,47.00,51.00,55.00,59.00,64.00,67.00,70.00,74.00,78.00,83.00,87.00,94.00,101.00,109.00,117.00,125.00,134.00,142.00,150.00,159.00,167.00,178.00,188.00,199.00,208.00,214.00,221.00,228.00,235.00,242.00,249.00
Mujeres,99,5.00,5.00,6.00,7.00,8.00,9.00,10.00,12.00,13.00,15.00,16.00,18.00,21.00,23.00,26.00,29.00,32.00,35.00,38.00,41.00,44.00,46.00,48.00,51.00,53.00,56.00,59.00,64.00,69.00,75.00,81.00,88.00,95.00,101.00,107.00,113.00,119.00,127.00,135.00,143.00,150.00,155.00,160.00,165.00,169.00,174.00,178.00
Mujeres,100,3.00,3.00,4.00,4.00,5.00,6.00,6.00,7.00,8.00,9.00,10.00,12.00,13.00,15.00,17.00,19.00,21.00,23.00,25.00,27.00,29.00,30.00,32.00,33.00,35.00,37.00,39.00,42.00,46.00,50.00,54.00,59.00,64.00,69.00,73.00,78.00,82.00,88.00,94.00,99.00,105.00,108.00,112.00,116.00,119.00,122.00,125.00
Mujeres,101,1.00,2.00,2.00,2.00,3.00,3.00,4.00,4.00,5.00,5.00,6.00,7.00,8.00,9.00,10.00,12.00,13.00,14.00,16.00,17.00,19.00,19.00,20.00,21.00,22.00,24.00,25.00,27.00,29.00,32.00,34.00,38.00,42.00,45.00,48.00,51.00,54.00,58.00,62.00,67.00,71.00,73.00,76.00,79.00,81.00,83.00,85.00
Mujeres,102,1.00,1.00,1.00,1.00,1.00,2.00,2.00,2.00,3.00,3.00,4.00,4.00,5.00,5.00,6.00,7.00,8.00,9.00,10.00,10.00,11.00,12.00,13.00,13.00,14.00,14.00,15.00,16.00,18.00,19.00,21.00,23.00,26.00,28.00,30.00,33.00,35.00,37.00,40.00,43.00,45.00,47.00,49.00,51.00,53.00,55.00,56.00
Mujeres,103,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,2.00,2.00,3.00,3.00,3.00,4.00,4.00,5.00,5.00,6.00,7.00,7.00,7.00,8.00,8.00,9.00,9.00,10.00,10.00,11.00,12.00,14.00,15.00,17.00,18.00,20.00,21.00,23.00,25.00,26.00,28.00,29.00,31.00,32.00,34.00,35.00,36.00
Mujeres,104,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,2.00,2.00,2.00,3.00,3.00,3.00,4.00,4.00,4.00,4.00,5.00,5.00,5.00,5.00,6.00,6.00,7.00,8.00,8.00,9.00,10.00,11.00,12.00,13.00,14.00,16.00,17.00,17.00,18.00,19.00,20.00,21.00,22.00
Mujeres,105,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,3.00,3.00,3.00,3.00,3.00,3.00,4.00,4.00,5.00,6.00,6.00,7.00,7.00,8.00,9.00,9.00,10.00,10.00,11.00,12.00,12.00,13.00
Mujeres,106,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,2.00,2.00,2.00,2.00,3.00,3.00,3.00,4.00,4.00,4.00,5.00,5.00,5.00,6.00,6.00,7.00,7.00,7.00
Mujeres,107,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,3.00,3.00,3.00,3.00,5.00,4.00,5.00,5.00
Mujeres,108,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,2.00,3.00,3.00
Mujeres,109,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00
